,original_title,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,number_of_companies,budget_per_company,Company,revenue_per_company,Profit
7473,The Messengers,90.0,Thriller|Drama|Horror,Columbia Pictures|Ghost House Pictures|Mandate Pictures|Blue Star Pictures|Screen Gems,2/2/07,2007,16826697,1166994,5,3365339,"['Columbia Pictures', 'Ghost House Pictures', 'Mandate Pictures', 'Blue Star Pictures', 'Screen Gems']",233398,-15659703
7474,Transformers,144.0,Adventure|Science Fiction|Action,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes,6/27/07,2007,157750287,746379478,5,31550057,"['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes']",149275895,588629191
7475,The Bucket List,97.0,Comedy|Drama|Adventure,Warner Bros.|Storyline Entertainment|Two Ton Films|Zadan / Meron Productions,12/25/07,2007,47325086,184433750,4,11831271,"['Warner Bros.', 'Storyline Entertainment', 'Two Ton Films', 'Zadan / Meron Productions']",46108437,137108664
7476,Hostel: Part II,93.0,Horror,Lions Gate Films|Next Entertainment|Screen Gems,6/8/07,2007,10727019,37459931,3,3575673,"['Lions Gate Films', 'Next Entertainment', 'Screen Gems']",12486643,26732912
7479,The Hitcher,84.0,Action|Horror|Crime,Intrepid Pictures|Focus Films|Platinum Dunes,1/19/07,2007,10516685,26712324,3,3505561,"['Intrepid Pictures', 'Focus Films', 'Platinum Dunes']",8904108,16195639
7482,I Know Who Killed Me,105.0,Crime|Horror|Mystery|Thriller,TriStar Pictures|360 Pictures,7/27/07,2007,12620022,10117471,2,6310011,"['TriStar Pictures', '360 Pictures']",5058735,-2502551
7483,Halloween,109.0,Horror,Dimension Films|Spectacle Entertainment Group|Nightfall Productions,8/31/07,2007,15775028,84400513,3,5258342,"['Dimension Films', 'Spectacle Entertainment Group', 'Nightfall Productions']",28133504,68625485
7484,Becoming Jane,120.0,Drama|Romance,Ecosse Films|2 Entertain|Bueprint Pictures,3/2/07,2007,17352531,39239513,3,5784177,"['Ecosse Films', '2 Entertain', 'Bueprint Pictures']",13079837,21886982
7486,Funny Games,112.0,Horror|Thriller|Crime,Halcyon Pictures|Kinematograf Wien,10/20/07,2007,15775028,8349062,2,7887514,"['Halcyon Pictures', 'Kinematograf Wien']",4174531,-7425966
7488,Elizabeth: The Golden Age,114.0,Drama|History|Romance,Universal Pictures|StudioCanal|Working Title Films,9/9/07,2007,26291714,78073312,3,8763904,"['Universal Pictures', 'StudioCanal', 'Working Title Films']",26024437,51781598
7491,The Invasion,99.0,Science Fiction|Thriller,Village Roadshow Pictures|Vertigo Entertainment|Silver Pictures|Warner Bros.,8/17/07,2007,84133486,15850237,4,21033371,"['Village Roadshow Pictures', 'Vertigo Entertainment', 'Silver Pictures', 'Warner Bros.']",3962559,-68283249
7494,Before the Devil Knows You're Dead,117.0,Crime|Drama|Thriller,Capitol Films|Linsefilm|Unity Productions|Michael Cerenzie Productions|Funky Buddha Productions,9/26/07,2007,18930034,26297243,5,3786006,"['Capitol Films', 'Linsefilm', 'Unity Productions', 'Michael Cerenzie Productions', 'Funky Buddha Productions']",5259448,7367209
7496,Daddy Day Camp,89.0,Comedy|Family,Revolution Studios|TriStar Pictures,8/8/07,2007,6310011,19137631,2,3155005,"['Revolution Studios', 'TriStar Pictures']",9568815,12827620
7498,Waitress,108.0,Comedy,Night and Day Pictures,5/25/07,2007,2103337,23325409,1,2103337,['Night and Day Pictures'],23325409,21222072
7501,P2,98.0,Horror|Thriller,Summit Entertainment,11/9/07,2007,8413348,8167510,1,8413348,['Summit Entertainment'],8167510,-245838
7502,Resident Evil: Extinction,94.0,Horror|Action|Science Fiction,Impact Pictures|Davis-Films|Constantin Film Produktion|Resident Evil Productions,9/20/07,2007,47325086,155350204,4,11831271,"['Impact Pictures', 'Davis-Films', 'Constantin Film Produktion', 'Resident Evil Productions']",38837551,108025118
7503,Diary of the Dead,95.0,Horror|Action|Science Fiction,Artfire Films,9/8/07,2007,2103337,5642052,1,2103337,['Artfire Films'],5642052,3538715
7504,The Assassination of Jesse James by the Coward Robert Ford,160.0,Action|Drama|Western,Plan B Entertainment|Virtual Studios|Scott Free Productions|Alberta Film Entertainment|Warner Bros.,9/2/07,2007,31550057,15471930,5,6310011,"['Plan B Entertainment', 'Virtual Studios', 'Scott Free Productions', 'Alberta Film Entertainment', 'Warner Bros.']",3094386,-16078127
7505,A Mighty Heart,100.0,Drama|Thriller,Plan B Entertainment|Revolution Films|Paramount Vantage,1/1/07,2007,16826697,19906898,3,5608899,"['Plan B Entertainment', 'Revolution Films', 'Paramount Vantage']",6635632,3080201
7506,Death at a Funeral,90.0,Comedy|Drama,Sidney Kimmel Entertainment|Parabolic Pictures|Stable Way Entertainment|Target Media Entertainment|VIP 2 Medienfonds,2/9/07,2007,9465017,48,5,1893003,"['Sidney Kimmel Entertainment', 'Parabolic Pictures', 'Stable Way Entertainment', 'Target Media Entertainment', 'VIP 2 Medienfonds']",9,-9464969
7507,The Reaping,99.0,Horror,Village Roadshow Pictures|Dark Castle Entertainment|Warner Bros.|Eyetronics|Chime Films,4/5/07,2007,42066743,66014350,5,8413348,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.', 'Eyetronics', 'Chime Films']",13202870,23947607
7509,Perfect Stranger,109.0,Crime|Drama|Mystery|Thriller,Columbia Pictures|Revolution Studios,4/12/07,2007,63936191,76867099,2,31968095,"['Columbia Pictures', 'Revolution Studios']",38433549,12930908
7510,KatyÅ„,118.0,Drama|History|War,Akson Studio|TVP S.A.|Polski Instytut Sztuki Filmowej,9/21/07,2007,5468676,15484045,3,1822892,"['Akson Studio', 'TVP S.A.', 'Polski Instytut Sztuki Filmowej']",5161348,10015369
7512,Norbit,101.0,Comedy,DreamWorks SKG|Davis Entertainment|Tollin/Robbins Productions,2/8/07,2007,63100114,100616926,3,21033371,"['DreamWorks SKG', 'Davis Entertainment', 'Tollin/Robbins Productions']",33538975,37516812
7513,Music and Lyrics,96.0,Comedy|Music|Romance,Village Roadshow Pictures|Castle Rock Entertainment|Reserve Room|Flower Films (II),2/9/07,2007,42066743,153434683,4,10516685,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'Reserve Room', 'Flower Films (II)']",38358670,111367940
7514,Rendition,120.0,Drama|Thriller,Anonymous Content|Level 1 Entertainment|MID Foundation,9/7/07,2007,28920886,26027398,3,9640295,"['Anonymous Content', 'Level 1 Entertainment', 'MID Foundation']",8675799,-2893488
7515,Flawless,108.0,Crime|Drama|Thriller,Magnolia Pictures|Delux Productions|Zero Gravity Management|Future Films|Film Fund Luxembourg,9/1/07,2007,21033371,7171945,5,4206674,"['Magnolia Pictures', 'Delux Productions', 'Zero Gravity Management', 'Future Films', 'Film Fund Luxembourg']",1434389,-13861426
7521,In the Valley of Elah,124.0,History|Drama|Thriller|Crime|Mystery,Summit Entertainment|Blackfriars Bridge Films|NALA Films|Samuels Media|Warner Independent Pictures (WIP),8/31/07,2007,24188377,31068172,5,4837675,"['Summit Entertainment', 'Blackfriars Bridge Films', 'NALA Films', 'Samuels Media', 'Warner Independent Pictures (WIP)']",6213634,6879795
7523,Good Luck Chuck,101.0,Comedy|Drama|Romance,Lionsgate|Karz Entertainment,9/21/07,2007,26291714,62250501,2,13145857,"['Lionsgate', 'Karz Entertainment']",31125250,35958787
7526,Epic Movie,86.0,Action|Adventure|Comedy,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Paul Schiff Productions,1/25/07,2007,21033371,91353784,4,5258342,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Paul Schiff Productions']",22838446,70320413
7528,In the Land of Women,97.0,Romance|Comedy|Drama,Castle Rock Entertainment|Land Films Inc.|Anonymous Content,4/16/07,2007,10516685,18404200,3,3505561,"['Castle Rock Entertainment', 'Land Films Inc.', 'Anonymous Content']",6134733,7887515
7531,Battle for Terra,85.0,Science Fiction|Action|Adventure|Animation|Family,MeniThings LLC,9/6/07,2007,4206674,6416278,1,4206674,['MeniThings LLC'],6416278,2209604
7532,The Nanny Diaries,106.0,Comedy|Drama|Romance,The Weinstein Company|FilmColony,8/24/07,2007,21033371,50204658,2,10516685,"['The Weinstein Company', 'FilmColony']",25102329,29171287
7534,The Great Debaters,126.0,Drama,The Weinstein Company|Harpo Films|Marshall Production,12/27/07,2007,15775028,31787886,3,5258342,"['The Weinstein Company', 'Harpo Films', 'Marshall Production']",10595962,16012858
7538,Freedom Writers,123.0,Crime|Drama,Double Feature Films|Jersey Films|Kernos Filmproduktionsgesellschaft & Company,1/5/07,2007,22085040,43298020,3,7361680,"['Double Feature Films', 'Jersey Films', 'Kernos Filmproduktionsgesellschaft & Company']",14432673,21212980
7540,The Invisible,102.0,Action|Adventure|Crime|Drama|Fantasy,Spyglass Entertainment|Hollywood Pictures|Birnbaum / Barber Productions,4/27/07,2007,31550057,28195353,3,10516685,"['Spyglass Entertainment', 'Hollywood Pictures', 'Birnbaum / Barber Productions']",9398451,-3354704
7545,La terza madre,102.0,Horror,Opera Film Produzione|Medusa Film,9/6/07,2007,3680840,57786,2,1840420,"['Opera Film Produzione', 'Medusa Film']",28893,-3623054
7546,We Own the Night,117.0,Drama|Crime|Thriller,Columbia Pictures|Industry Entertainment|2929 Productions,5/25/07,2007,22085040,57764880,3,7361680,"['Columbia Pictures', 'Industry Entertainment', '2929 Productions']",19254960,35679840
7547,The Kite Runner,128.0,Drama,DreamWorks SKG|MacDonald/Parkes Productions|Sidney Kimmel Entertainment|Neal Street Productions|China Film Co-Production Corporation,10/14/07,2007,21033371,77062116,5,4206674,"['DreamWorks SKG', 'MacDonald/Parkes Productions', 'Sidney Kimmel Entertainment', 'Neal Street Productions', 'China Film Co-Production Corporation']",15412423,56028745
7548,Vacancy,80.0,Horror|Thriller,Screen Gems|Hal Lieberman Company,4/20/07,2007,19981703,37124579,2,9990851,"['Screen Gems', 'Hal Lieberman Company']",18562289,17142876
7549,Dan in Real Life,98.0,Comedy|Romance|Drama,Touchstone Pictures|Focus Features|Jon Shestack Productions,10/26/07,2007,26291714,71910846,3,8763904,"['Touchstone Pictures', 'Focus Features', 'Jon Shestack Productions']",23970282,45619132
7551,Sydney White,108.0,Comedy,Morgan Creek Productions|Clifford Werber Productions|SW7D Productions,9/21/07,2007,17352531,14323804,3,5784177,"['Morgan Creek Productions', 'Clifford Werber Productions', 'SW7D Productions']",4774601,-3028727
7555,Captivity,96.0,Crime|Horror|Thriller,Foresight Unlimited|RAMCO|Captivity Productions,6/22/07,2007,17878365,2762523,3,5959455,"['Foresight Unlimited', 'RAMCO', 'Captivity Productions']",920841,-15115842
7557,License to Wed,91.0,Comedy,Village Roadshow Pictures|Warner Bros. Pictures|Robert Simonds Productions|Phoenix Pictures|Underground,7/4/07,2007,36808400,72888230,5,7361680,"['Village Roadshow Pictures', 'Warner Bros. Pictures', 'Robert Simonds Productions', 'Phoenix Pictures', 'Underground']",14577646,36079830
7558,I Could Never Be Your Woman,97.0,Comedy|Drama|Romance,Scott Rudin Productions|I Could Never Ltd.|Bauer Martinez Studios,5/11/07,2007,25240045,10071298,3,8413348,"['Scott Rudin Productions', 'I Could Never Ltd.', 'Bauer Martinez Studios']",3357099,-15168747
7561,Michael Clayton,119.0,Drama|Mystery|Crime,Castle Rock Entertainment|Mirage Enterprises|Section Eight Productions,9/28/07,2007,26291714,97796591,3,8763904,"['Castle Rock Entertainment', 'Mirage Enterprises', 'Section Eight Productions']",32598863,71504877
7562,Lars and the Real Girl,106.0,Comedy|Romance|Drama,Sidney Kimmel Entertainment|Metro-Goldwyn-Mayer (MGM)|Lars Productions,10/12/07,2007,12620022,11877190,3,4206674,"['Sidney Kimmel Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Lars Productions']",3959063,-742832
7565,The Water Horse,112.0,Fantasy|Adventure|Family,Revolution Studios|Ecosse Films|Beacon Pictures|Walden Media,12/25/07,2007,47325086,108396998,4,11831271,"['Revolution Studios', 'Ecosse Films', 'Beacon Pictures', 'Walden Media']",27099249,61071912
7566,Death Sentence,105.0,Action|Crime|Drama|Thriller,Twentieth Century Fox Film Corporation|Dune Entertainment|Baldwin Entertainment Group|Hyde Park Entertainment|Brass Hat Films,8/31/07,2007,21033371,17851505,5,4206674,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Baldwin Entertainment Group', 'Hyde Park Entertainment', 'Brass Hat Films']",3570301,-3181866
7567,The Death and Life of Bobby Z,97.0,Drama|Action|Thriller|Crime,Eclectic pictures|Millennium Films,7/23/07,2007,23136708,434816,2,11568354,"['Eclectic pictures', 'Millennium Films']",217408,-22701892
7576,The Lookout,99.0,Crime|Drama|Thriller,Miramax Films,3/9/07,2007,16826697,5644336,1,16826697,['Miramax Films'],5644336,-11182361
7585,Sicko,123.0,Documentary,The Weinstein Company,5/18/07,2007,9465017,25806383,1,9465017,['The Weinstein Company'],25806383,16341366
7586,Pathfinder,99.0,Action,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Phoenix Pictures,1/11/07,2007,47325086,32415434,4,11831271,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Major Studio Partners', 'Phoenix Pictures']",8103858,-14909652
7587,Gone Baby Gone,113.0,Crime|Drama|Mystery,Miramax Films|The Ladd Company,10/19/07,2007,19981703,36408449,2,9990851,"['Miramax Films', 'The Ladd Company']",18204224,16426746
7595,Walk Hard: The Dewey Cox Story,96.0,Comedy|Music,Columbia Pictures Corporation|Apatow Productions,12/21/07,2007,36808400,19263572,2,18404200,"['Columbia Pictures Corporation', 'Apatow Productions']",9631786,-17544828
7598,Meet Bill,97.0,Comedy|Drama|Romance,Greenestreet Films|Eclipse Catering,9/7/07,2007,5258342,364499,2,2629171,"['Greenestreet Films', 'Eclipse Catering']",182249,-4893843
7601,Things We Lost in the Fire,113.0,Drama,DreamWorks SKG|Neal Street Productions|DreamWorks Pictures|Province of British Columbia Production Services Tax Credit,9/26/07,2007,16826697,2996353,4,4206674,"['DreamWorks SKG', 'Neal Street Productions', 'DreamWorks Pictures', 'Province of British Columbia Production Services Tax Credit']",749088,-13830344
7602,Death Defying Acts,97.0,Drama|Romance,BBC Films,9/13/07,2007,21033371,3744,1,21033371,['BBC Films'],3744,-21029627
7612,Reign Over Me,124.0,Drama,Columbia Pictures|Happy Madison Productions|Sunlight Productions|Relativity Media|Madison 23,3/23/07,2007,21033371,23370503,5,4206674,"['Columbia Pictures', 'Happy Madison Productions', 'Sunlight Productions', 'Relativity Media', 'Madison 23']",4674100,2337132
7613,Love in the Time of Cholera,139.0,Drama|Romance,New Line Cinema|Grosvenor Park Media Ltd.,10/4/07,2007,47325086,4845676,2,23662543,"['New Line Cinema', 'Grosvenor Park Media Ltd.']",2422838,-42479410
7617,I'm Not There.,135.0,Drama|Music,Endgame Entertainment|Rising Star|Killer Films|John Wells Productions|Dreamachine,10/1/07,2007,21033371,4207853,5,4206674,"['Endgame Entertainment', 'Rising Star', 'Killer Films', 'John Wells Productions', 'Dreamachine']",841570,-16825518
7630,Earth,90.0,Documentary,BBC,4/22/07,2007,15775028,114631875,1,15775028,['BBC'],114631875,98856847
7637,The Good Night,93.0,Comedy|Drama|Romance|Fantasy|Music,Destination Films|Tempesta Films|Good Night Productions,1/25/07,2007,15775028,21433,3,5258342,"['Destination Films', 'Tempesta Films', 'Good Night Productions']",7144,-15753595
7638,The Last Legion,102.0,Action|Adventure|Fantasy|War,Ingenious Film Partners|Quinta Communications|Dino De Laurentiis Company|Zephyr Films,4/19/07,2007,70461795,26610410,4,17615448,"['Ingenious Film Partners', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films']",6652602,-43851385
7643,Whisper,94.0,Crime|Drama|Horror|Thriller,Universal Pictures|Canadian Film or Video Production Tax Credit (CPTC)|Gold Circle Films|Province of British Columbia Production Services Tax Credit|H2F Entertainment,11/27/07,2007,12620022,5558275,5,2524004,"['Universal Pictures', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Gold Circle Films', 'Province of British Columbia Production Services Tax Credit', 'H2F Entertainment']",1111655,-7061747
7653,My Blueberry Nights,111.0,Drama|Romance,Block 2 Pictures|Jet Tone Production|StudioCanal|Lou Yi Inc.,5/16/07,2007,10516685,22912427,4,2629171,"['Block 2 Pictures', 'Jet Tone Production', 'StudioCanal', 'Lou Yi Inc.']",5728106,12395742
7654,You Kill Me,90.0,Comedy|Crime|Thriller|Romance,Echo Lake Productions|Bi-polar Pictures|Code Entertainment|Independent Film Group|Carol Baum Productions,2/9/07,2007,4206674,2552242,5,841334,"['Echo Lake Productions', 'Bi-polar Pictures', 'Code Entertainment', 'Independent Film Group', 'Carol Baum Productions']",510448,-1654432
7665,The Darjeeling Limited,91.0,Adventure|Drama|Comedy,Fox Searchlight Pictures|Scott Rudin Productions,9/29/07,2007,16826697,25636683,2,8413348,"['Fox Searchlight Pictures', 'Scott Rudin Productions']",12818341,8809986
7667,Stomp the Yard,114.0,Drama|Music,Rainforest Films,5/16/07,2007,13671691,79412675,1,13671691,['Rainforest Films'],79412675,65740984
7668,Virgin Territory,93.0,Adventure|Action|Comedy|Romance,Ingenious Film Partners|Dino de Laurentiis Cinematografica|Dino De Laurentiis Company|Zephyr Films|Red Lion Sarl,12/17/07,2007,39963406,5690314,5,7992681,"['Ingenious Film Partners', 'Dino de Laurentiis Cinematografica', 'Dino De Laurentiis Company', 'Zephyr Films', 'Red Lion Sarl']",1138062,-34273092
7675,Dead Silence,89.0,Horror,Universal Pictures|Twisted Pictures|Evolution Entertainment,3/16/07,2007,21033371,23365348,3,7011123,"['Universal Pictures', 'Twisted Pictures', 'Evolution Entertainment']",7788449,2331977
7697,Battle in Seattle,99.0,Action|Drama,Insight Film Studios|Redwood Palms Pictures|Remstar Productions,9/7/07,2007,8413348,955805,3,2804449,"['Insight Film Studios', 'Redwood Palms Pictures', 'Remstar Productions']",318601,-7457543
7706,Boy Culture,88.0,Drama|Romance,TLA Releasing|Boy Culture LLC,1/31/07,2007,525834,231525,2,262917,"['TLA Releasing', 'Boy Culture LLC']",115762,-294309
